,ImageId,Labels,carrot,ginger,greenchilli,tomato,pumpkin,ladiesfinger,onion,bittergourd,brinjal,cucumber,garlic,potato,capsicum
0,data/images/1000_Raddish_532.jpg,"['carrot', 'ginger', 'greenchilli']",1,1,1,0,0,0,0,0,0,0,0,0,0
1,data/images/1000_PeaNut_126.jpg,"['greenchilli', 'tomato', 'pumpkin']",0,0,1,1,1,0,0,0,0,0,0,0,0
2,data/images/notate_ladiesfinger_25.jpg,['ladiesfinger'],0,0,0,0,0,1,0,0,0,0,0,0,0
3,data/images/1000_2022-01-11_IceApple_106.jpg,['onion'],0,0,0,0,0,0,1,0,0,0,0,0,0
4,data/images/1000_2021-10-14_KeroseneStove_65.jpg,['onion'],0,0,0,0,0,0,1,0,0,0,0,0,0
5,data/images/UR_130921_Ginger_90499.jpg,"['ginger', 'greenchilli']",0,1,1,0,0,0,0,0,0,0,0,0,0
6,data/images/ur_130921_ladiesfinger_90722.jpg,['ladiesfinger'],0,0,0,0,0,1,0,0,0,0,0,0,0
7,data/images/1000_2021-10-14_MustardSeeds_32.jpg,['ginger'],0,1,0,0,0,0,0,0,0,0,0,0,0
8,data/images/UR_030921_RidgeGourd_80564.jpg,['bittergourd'],0,0,0,0,0,0,0,1,0,0,0,0,0
9,data/images/notate_brinjal_173.jpg,['brinjal'],0,0,0,0,0,0,0,0,1,0,0,0,0
10,data/images/img20210901172024.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
11,data/images/1000_2021-11-25_DragonFruit_21.jpg,"['onion', 'potato']",0,0,0,0,0,0,1,0,0,0,0,1,0
12,data/images/NH_PM_20211210_50693.jpg,['onion'],0,0,0,0,0,0,1,0,0,0,0,0,0
13,data/images/notate_cucumber_99.jpg,['cucumber'],0,0,0,0,0,0,0,0,0,1,0,0,0
14,data/images/AM_Dirhack_14804.jpg,['cucumber'],0,0,0,0,0,0,0,0,0,1,0,0,0
15,data/images/1000_LeafyVegetables_547.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
16,data/images/AZ_26102021Eggplant_1003559.jpg,['ladiesfinger'],0,0,0,0,0,1,0,0,0,0,0,0,0
17,data/images/Vegetable_Eggpalnt_GTS_0028_.jpg,"['greenchilli', 'ladiesfinger']",0,0,1,0,0,1,0,0,0,0,0,0,0
18,data/images/JC_Chilli1105.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
19,data/images/1000_2021-10-06_BitterMelon_98.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
20,data/images/1000_Drumstick_444.jpg,"['tomato', 'onion', 'garlic']",0,0,0,1,0,0,1,0,0,0,1,0,0
21,data/images/ur_130921_greenchilli_90108.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
22,data/images/raj_tomato2584452.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
23,data/images/UR_090921_Ginger_89157.jpg,"['ginger', 'greenchilli', 'ladiesfinger']",0,1,1,0,0,1,0,0,0,0,0,0,0
24,data/images/1000_2021-10-15_Laddu_11.jpg,['garlic'],0,0,0,0,0,0,0,0,0,0,1,0,0
25,data/images/1000_2021-10-18_SugarCane_211.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
26,data/images/ur_090921_greenchilli_89148.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
27,data/images/1000_2021-10-09_Peeler_118.jpg,['potato'],0,0,0,0,0,0,0,0,0,0,0,1,0
28,data/images/UR_27092021_Chilli_15910.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
29,data/images/1000_LeafyVegetables_565.jpg,"['garlic', 'potato']",0,0,0,0,0,0,0,0,0,0,1,1,0
30,data/images/notate_ladiesfinger_54.jpg,['ladiesfinger'],0,0,0,0,0,1,0,0,0,0,0,0,0
31,data/images/Vegetable_Eggpalnt_GTS_0022_.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
32,data/images/1000_BitterMelon_90.jpg,['onion'],0,0,0,0,0,0,1,0,0,0,0,0,0
33,data/images/ur_310821_potatoyellow_50584.jpg,['potato'],0,0,0,0,0,0,0,0,0,0,0,1,0
34,data/images/1000_LeafyVegetables_564.jpg,['carrot'],1,0,0,0,0,0,0,0,0,0,0,0,0
35,data/images/ur_090921_brinjal_89238.jpg,['brinjal'],0,0,0,0,0,0,0,0,1,0,0,0,0
36,data/images/7000_Mosquitocoil_1144.jpg,['brinjal'],0,0,0,0,0,0,0,0,1,0,0,0,0
37,data/images/7000_Peeler_7607.jpg,['onion'],0,0,0,0,0,0,1,0,0,0,0,0,0
38,data/images/1000_fenugreekleaf_385.jpg,"['tomato', 'onion']",0,0,0,1,0,0,1,0,0,0,0,0,0
39,data/images/img20210826160545.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
40,data/images/1000_2021-10-15_Peeler_11.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
41,data/images/7000_WeighingScale_3515.jpg,"['greenchilli', 'capsicum']",0,0,1,0,0,0,0,0,0,0,0,0,1
42,data/images/vaishnavi_garlic_141.jpg,['garlic'],0,0,0,0,0,0,0,0,0,0,1,0,0
43,data/images/RAJ_Tong_1153.jpg,['onion'],0,0,0,0,0,0,1,0,0,0,0,0,0
44,data/images/img20210901172105.jpg,['cucumber'],0,0,0,0,0,0,0,0,0,1,0,0,0
45,data/images/1000_hotpot_106.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
46,data/images/Raj_Wok_161.jpg,"['ginger', 'garlic']",0,1,0,0,0,0,0,0,0,0,1,0,0
47,data/images/AZ_060921_GreenChilli_86433.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
48,data/images/cheese_gts_238.jpg,['garlic'],0,0,0,0,0,0,0,0,0,0,1,0,0
49,data/images/1000_Raddish_587.jpg,['cucumber'],0,0,0,0,0,0,0,0,0,1,0,0,0
50,data/images/img20210821111815_01.jpg,"['greenchilli', 'capsicum']",0,0,1,0,0,0,0,0,0,0,0,0,1
51,data/images/1000_cuttingboard_290.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
52,data/images/1000_2021-10-21_Eggplant_62.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
53,data/images/notate_brinjal_386.jpg,['brinjal'],0,0,0,0,0,0,0,0,1,0,0,0,0
54,data/images/1000_helmet_293.jpg,['onion'],0,0,0,0,0,0,1,0,0,0,0,0,0
55,data/images/AZ_090921_Carrot_88699.jpg,"['carrot', 'ginger', 'greenchilli']",1,1,1,0,0,0,0,0,0,0,0,0,0
56,data/images/1000_2021-10-12_Turmeric_3.jpg,['onion'],0,0,0,0,0,0,1,0,0,0,0,0,0
57,data/images/1000_2021-10-02_Cherries_70.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
58,data/images/1000_tong_218.jpg,['ginger'],0,1,0,0,0,0,0,0,0,0,0,0,0
59,data/images/ur_090921_ladiesfinger_89051.jpg,['ladiesfinger'],0,0,0,0,0,1,0,0,0,0,0,0,0
60,data/images/AZ_06122021_SnowPeas_p96.jpg,['ginger'],0,1,0,0,0,0,0,0,0,0,0,0,0
61,data/images/UR_090921_Ginger_89116.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
62,data/images/1000_2021-10-07_sieve_78.jpg,['greenchilli'],0,0,1,0,0,0,0,0,0,0,0,0,0
63,data/images/1000_Meat_35.jpg,['onion'],0,0,0,0,0,0,1,0,0,0,0,0,0
64,data/images/nehaa_1163pumpkin.jpg,['pumpkin'],0,0,0,0,1,0,0,0,0,0,0,0,0
65,data/images/1000_Drumstick_423.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
66,data/images/UR_130921_Mosambi_90543.jpg,['potato'],0,0,0,0,0,0,0,0,0,0,0,1,0
67,data/images/1000_2021-10-06_SweetPotato_25.jpg,"['ladiesfinger', 'brinjal']",0,0,0,0,0,1,0,0,1,0,0,0,0
68,data/images/beetroot_gts_021.jpg,['bittergourd'],0,0,0,0,0,0,0,1,0,0,0,0,0
69,data/images/1000_kerosenestove_84.jpg,['tomato'],0,0,0,1,0,0,0,0,0,0,0,0,0
